land,rb,kreis,vb,gemeindename,_ars_gemeinde,kennzeichen,flaeche_km2,bev_geseamt,bev_maennl,bev_weibl,bev_pro_km2,plz,longitude,latitude,reisegebiet_name,urbanisierung_cat
Mecklenburg-Vorpommern,,Landkreis Rostock,Warnow-West,Elmenhorst/Lichtenhagen,130725263030,Kreisangehörige Gemeinde,12.1,4265,2111,2154,352,18107,"12,013959","54,155465",Mecklenburgische Ostseeküste,mittlere Besiedlungsdichte
Mecklenburg-Vorpommern,,Landkreis Rostock,Warnow-West,Kritzmow,130725263057,Kreisangehörige Gemeinde,14.93,3900,1923,1977,261,18198,"12,0523","54,05311",Mecklenburgische Ostseeküste,mittlere Besiedlungsdichte
Mecklenburg-Vorpommern,,Landkreis Rostock,Warnow-West,Lambrechtshagen,130725263064,Kreisangehörige Gemeinde,13.55,2889,1402,1487,213,18069,"12,015425","54,102241",Mecklenburgische Ostseeküste,mittlere Besiedlungsdichte
Mecklenburg-Vorpommern,,Landkreis Rostock,Warnow-West,Papendorf,130725263077,Kreisangehörige Gemeinde,22.64,2540,1262,1278,112,18059,"12,130157","54,03598",Mecklenburgische Ostseeküste,gering besiedelt
Mecklenburg-Vorpommern,,Landkreis Rostock,Warnow-West,Pölchow,130725263080,Kreisangehörige Gemeinde,12.56,941,472,469,75,18059,"12,094378","54,009645",Mecklenburgische Ostseeküste,gering besiedelt
Mecklenburg-Vorpommern,,Landkreis Rostock,Warnow-West,Stäbelow,130725263098,Kreisangehörige Gemeinde,15.12,1404,705,699,93,18198,"12,020973","54,040371",Mecklenburgische Ostseeküste,gering besiedelt
Mecklenburg-Vorpommern,,Landkreis Rostock,Warnow-West,Ziesendorf,130725263121,Kreisangehörige Gemeinde,26.51,1436,705,731,54,18059,"12,038635","53,993843",Mecklenburgische Ostseeküste,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Binz,Binz,130730011011,Kreisangehörige Gemeinde,25.18,5393,2540,2853,214,18609,"13,605285","54,401814",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,"Grimmen, Stadt","Grimmen, Stadt",130730035035,Stadt,50.51,9489,4468,5021,188,18507,"13,043192","54,113133",Vorpommern,mittlere Besiedlungsdichte
Mecklenburg-Vorpommern,,Vorpommern-Rügen,"Marlow, Stadt","Marlow, Stadt",130730055055,Stadt,140.52,4594,2381,2213,33,18337,"12,570959","54,154202",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,"Putbus, Stadt","Putbus, Stadt",130730070070,Stadt,66.69,4435,2169,2266,67,18581,"13,47642","54,35431",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,"Sassnitz, Stadt","Sassnitz, Stadt",130730080080,Stadt,47.41,9186,4401,4785,194,18546,"13,634476","54,51304",Rügen/Hiddensee,mittlere Besiedlungsdichte
Mecklenburg-Vorpommern,,Vorpommern-Rügen,"Stralsund, Hansestadt","Stralsund, Hansestadt",130730088088,Stadt,54.14,59418,29157,30261,1097,18439,"13,089973","54,313975",Vorpommern,dicht besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Süderholz,Süderholz,130730089089,Kreisangehörige Gemeinde,149.55,4042,2123,1919,27,18516,"13,119186","54,056054",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Zingst,Zingst,130730105105,Kreisangehörige Gemeinde,50.5,3113,1462,1651,62,18374,"12,68304","54,435409",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Altenpleen,Altenpleen,130735351005,Kreisangehörige Gemeinde,20.1,992,488,504,49,18445,"12,956614","54,354376",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Altenpleen,Groß Mohrdorf,130735351037,Kreisangehörige Gemeinde,41.47,745,381,364,18,18445,"12,948373","54,389128",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Altenpleen,Klausdorf,130735351044,Kreisangehörige Gemeinde,11.78,661,323,338,56,18445,"13,015028","54,40473",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Altenpleen,Kramerhof,130735351046,Kreisangehörige Gemeinde,18.51,1874,935,939,101,18445,"13,054042","54,3537",Vorpommern,mittlere Besiedlungsdichte
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Altenpleen,Preetz,130735351066,Kreisangehörige Gemeinde,14.2,1038,529,509,73,18445,"12,989225","54,350148",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Altenpleen,Prohn,130735351068,Kreisangehörige Gemeinde,16.2,2146,1055,1091,132,18445,"13,024217","54,374317",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Barth,"Barth, Stadt",130735352009,Stadt,41.18,8593,4084,4509,209,18356,"12,72658","54,36871",Vorpommern,mittlere Besiedlungsdichte
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Barth,Divitz-Spoldershagen,130735352018,Kreisangehörige Gemeinde,27.56,462,235,227,17,18314,"12,695114","54,332951",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Barth,Fuhlendorf,130735352025,Kreisangehörige Gemeinde,17.18,808,403,405,47,18356,"12,601123","54,359903",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Barth,Karnin,130735352042,Kreisangehörige Gemeinde,12.67,215,110,105,17,18469,"12,792493","54,305423",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Barth,Kenz-Küstrow,130735352043,Kreisangehörige Gemeinde,17.76,534,266,268,30,18314,"12,734802","54,326153",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Barth,Löbnitz,130735352051,Kreisangehörige Gemeinde,22.32,585,308,277,26,18314,"12,719334","54,295391",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Barth,Lüdershagen,130735352053,Kreisangehörige Gemeinde,13.98,544,288,256,39,18314,"12,608704","54,30414",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Barth,Pruchten,130735352069,Kreisangehörige Gemeinde,8.22,710,339,371,86,18356,"12,674234","54,377452",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Barth,Saal,130735352077,Kreisangehörige Gemeinde,49.3,1430,713,717,29,18317,"12,495445","54,310418",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Barth,Trinwillershagen,130735352094,Kreisangehörige Gemeinde,34.32,1144,580,564,33,18320,"12,627245","54,249239",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Bergen auf Rügen,"Bergen auf Rügen, Stadt",130735353010,Stadt,51.49,13478,6473,7005,262,18528,"13,430633","54,417301",Rügen/Hiddensee,mittlere Besiedlungsdichte
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Bergen auf Rügen,Buschvitz,130735353014,Kreisangehörige Gemeinde,10.25,259,131,128,25,18528,"13,473218","54,429257",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Bergen auf Rügen,"Garz/Rügen, Stadt",130735353027,Stadt,65.89,2185,1071,1114,33,18574,"13,352371","54,316745",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Bergen auf Rügen,Gustow,130735353038,Kreisangehörige Gemeinde,28.39,585,284,301,21,18574,"13,212968","54,3021",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Bergen auf Rügen,Lietzow,130735353049,Kreisangehörige Gemeinde,8.39,249,126,123,30,18528,"13,506907","54,484472",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Bergen auf Rügen,Parchtitz,130735353063,Kreisangehörige Gemeinde,25.1,766,382,384,31,18528,"13,398463","54,439132",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Bergen auf Rügen,Patzig,130735353064,Kreisangehörige Gemeinde,8.06,443,237,206,55,18528,"13,395633","54,466052",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Bergen auf Rügen,Poseritz,130735353065,Kreisangehörige Gemeinde,40.19,964,509,455,24,18574,"13,27603","54,297135",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Bergen auf Rügen,Ralswiek,130735353072,Kreisangehörige Gemeinde,16.53,245,125,120,15,18528,"13,446593","54,473774",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Bergen auf Rügen,Rappin,130735353074,Kreisangehörige Gemeinde,28.71,295,145,150,10,18528,"13,385488","54,508575",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Bergen auf Rügen,Sehlen,130735353083,Kreisangehörige Gemeinde,20.6,848,423,425,41,18528,"13,38785","54,379793",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Darß/Fischland,Ahrenshoop,130735354002,Kreisangehörige Gemeinde,5.27,653,317,336,124,18347,"12,416249","54,377008",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Darß/Fischland,Born a. Darß,130735354012,Kreisangehörige Gemeinde,63.56,1139,552,587,18,18375,"12,5366","54,390631",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Darß/Fischland,Dierhagen,130735354017,Kreisangehörige Gemeinde,27.63,1532,757,775,55,18347,"12,358544","54,292846",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Darß/Fischland,Prerow,130735354067,Kreisangehörige Gemeinde,11.24,1463,697,766,130,18375,"12,577086","54,444476",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Darß/Fischland,Wieck a. Darß,130735354100,Kreisangehörige Gemeinde,9.02,697,331,366,77,18375,"12,571865","54,410101",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Darß/Fischland,Wustrow,130735354103,Kreisangehörige Gemeinde,6.88,1099,522,577,160,18347,"12,396974","54,345362",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Franzburg-Richtenberg,"Franzburg, Stadt",130735355024,Stadt,15.2,1395,678,717,92,18461,"12,877572","54,186968",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Franzburg-Richtenberg,Glewitz,130735355029,Kreisangehörige Gemeinde,42.01,531,278,253,13,18513,"12,931712","54,019865",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Franzburg-Richtenberg,Gremersdorf-Buchholz,130735355034,Kreisangehörige Gemeinde,50.1,687,379,308,14,18461,"12,870873","54,109446",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Franzburg-Richtenberg,Millienhagen-Oebelitz,130735355057,Kreisangehörige Gemeinde,25.56,324,175,149,13,18461,"12,820081","54,206478",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Franzburg-Richtenberg,Papenhagen,130735355062,Kreisangehörige Gemeinde,21.03,567,290,277,27,18510,"12,98195","54,146231",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Franzburg-Richtenberg,"Richtenberg, Stadt",130735355076,Stadt,15.68,1303,653,650,83,18461,"12,889018","54,200643",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Franzburg-Richtenberg,Splietsdorf,130735355086,Kreisangehörige Gemeinde,26.38,460,238,222,17,18513,"12,930708","54,12351",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Franzburg-Richtenberg,Velgast,130735355096,Kreisangehörige Gemeinde,71.91,1708,870,838,24,18469,"12,809087","54,273462",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Franzburg-Richtenberg,Weitenhagen,130735355097,Kreisangehörige Gemeinde,17.05,197,97,100,12,18461,"12,787663","54,212063",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Franzburg-Richtenberg,Wendisch Baggendorf,130735355098,Kreisangehörige Gemeinde,21.49,535,273,262,25,18513,"12,943523","54,074132",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Miltzow,Elmenhorst,130735356023,Kreisangehörige Gemeinde,22.52,689,350,339,31,18510,"13,064277","54,217602",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Miltzow,Sundhagen,130735356090,Kreisangehörige Gemeinde,159.77,5149,2616,2533,32,18519,"13,251468","54,213985",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Miltzow,Wittenhagen,130735356102,Kreisangehörige Gemeinde,46.98,1141,590,551,24,18510,"13,070064","54,183826",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Mönchgut-Granitz,Baabe,130735357006,Kreisangehörige Gemeinde,2.26,937,439,498,415,18586,"13,702333","54,359106",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Mönchgut-Granitz,Göhren,130735357031,Kreisangehörige Gemeinde,7.42,1277,585,692,172,18586,"13,740906","54,341565",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Mönchgut-Granitz,Lancken-Granitz,130735357048,Kreisangehörige Gemeinde,13.79,442,216,226,32,18586,"13,632229","54,367323",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Mönchgut-Granitz,Sellin,130735357084,Kreisangehörige Gemeinde,14.45,2631,1243,1388,182,18586,"13,692482","54,378093",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Mönchgut-Granitz,Zirkow,130735357106,Kreisangehörige Gemeinde,25.76,682,356,326,26,18528,"13,539106","54,388252",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Mönchgut-Granitz,Mönchgut,130735357107,Kreisangehörige Gemeinde,20.69,1360,676,684,66,18586,"13,704918","54,330057",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Niepars,Groß Kordshagen,130735358036,Kreisangehörige Gemeinde,16.45,309,164,145,19,18442,"12,840146","54,331634",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Niepars,Jakobsdorf,130735358041,Kreisangehörige Gemeinde,17.71,482,251,231,27,18442,"12,933137","54,233454",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Niepars,Lüssow,130735358054,Kreisangehörige Gemeinde,19.03,792,412,380,42,18442,"13,033698","54,282169",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Niepars,Niepars,130735358060,Kreisangehörige Gemeinde,64.94,2466,1254,1212,38,18442,"12,923481","54,313711",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Niepars,Pantelitz,130735358061,Kreisangehörige Gemeinde,14.42,827,435,392,57,18442,"12,968953","54,301425",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Niepars,Steinhagen,130735358087,Kreisangehörige Gemeinde,33.49,2607,1280,1327,78,18442,"12,989713","54,226558",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Niepars,Wendorf,130735358099,Kreisangehörige Gemeinde,15.79,892,472,420,56,18442,"13,07226","54,250386",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Niepars,Zarrendorf,130735358104,Kreisangehörige Gemeinde,4.67,1137,596,541,243,18510,"13,097941","54,237099",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Nord-Rügen,Altenkirchen,130735359004,Kreisangehörige Gemeinde,22.66,924,453,471,41,18556,"13,341959","54,635674",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Nord-Rügen,Breege,130735359013,Kreisangehörige Gemeinde,15.97,608,308,300,38,18556,"13,366538","54,616185",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Nord-Rügen,Dranske,130735359019,Kreisangehörige Gemeinde,20.76,1123,569,554,54,18556,"13,230991","54,629914",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Nord-Rügen,Glowe,130735359030,Kreisangehörige Gemeinde,22.29,972,468,504,44,18551,"13,471503","54,56972",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Nord-Rügen,Lohme,130735359052,Kreisangehörige Gemeinde,13.8,449,243,206,33,18551,"13,610953","54,582863",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Nord-Rügen,Putgarten,130735359071,Kreisangehörige Gemeinde,12.63,180,95,85,14,18556,"13,417407","54,672905",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Nord-Rügen,Sagard,130735359078,Kreisangehörige Gemeinde,27.92,2394,1197,1197,86,18551,"13,555143","54,524875",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Nord-Rügen,Wiek,130735359101,Kreisangehörige Gemeinde,25.44,1036,496,540,41,18556,"13,290399","54,621252",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Recknitz-Trebeltal,"Bad Sülze, Stadt",130735360007,Stadt,26.67,1727,870,857,65,18334,"12,65907","54,109956",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Recknitz-Trebeltal,Dettmannsdorf,130735360015,Kreisangehörige Gemeinde,44.52,1028,505,523,23,18334,"12,52875","54,111895",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Recknitz-Trebeltal,Deyelsdorf,130735360016,Kreisangehörige Gemeinde,29.85,468,235,233,16,18513,"12,822027","54,044637",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Recknitz-Trebeltal,Drechow,130735360020,Kreisangehörige Gemeinde,15.55,216,117,99,14,18465,"12,800798","54,141165",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Recknitz-Trebeltal,Eixen,130735360022,Kreisangehörige Gemeinde,56.17,766,414,352,14,18334,"12,723712","54,161303",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Recknitz-Trebeltal,Grammendorf,130735360032,Kreisangehörige Gemeinde,35.92,529,278,251,15,18513,"12,879109","54,033808",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Recknitz-Trebeltal,Gransebieth,130735360033,Kreisangehörige Gemeinde,23.34,551,282,269,24,18513,"12,882628","54,064848",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Recknitz-Trebeltal,Hugoldsdorf,130735360039,Kreisangehörige Gemeinde,14.23,123,60,63,9,18465,"12,753785","54,152787",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Recknitz-Trebeltal,Lindholz,130735360050,Kreisangehörige Gemeinde,40.02,636,326,310,16,18334,"12,674012","54,067181",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Recknitz-Trebeltal,"Tribsees, Stadt",130735360093,Stadt,54.98,2612,1283,1329,48,18465,"12,757553","54,094576",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Ribnitz-Damgarten,Ahrenshagen-Daskow,130735361001,Kreisangehörige Gemeinde,58.28,2149,1119,1030,37,18320,"12,600892","54,223811",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Ribnitz-Damgarten,"Ribnitz-Damgarten, Stadt",130735361075,Stadt,122.83,15235,7216,8019,124,18311,"12,431833","54,243021",Vorpommern,mittlere Besiedlungsdichte
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Ribnitz-Damgarten,Schlemmin,130735361082,Kreisangehörige Gemeinde,21.79,287,155,132,13,18320,"12,682921","54,222447",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,Ribnitz-Damgarten,Semlow,130735361085,Kreisangehörige Gemeinde,34.69,667,351,316,19,18334,"12,656883","54,181293",Vorpommern,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,West-Rügen,Altefähr,130735362003,Kreisangehörige Gemeinde,20.59,1283,661,622,62,18573,"13,126612","54,330671",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,West-Rügen,Dreschvitz,130735362021,Kreisangehörige Gemeinde,22.64,723,371,352,32,18573,"13,294442","54,40372",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,West-Rügen,Gingst,130735362028,Kreisangehörige Gemeinde,21.75,1262,592,670,58,18569,"13,259199","54,456954",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,West-Rügen,Insel Hiddensee,130735362040,Kreisangehörige Gemeinde,19.07,981,480,501,51,18565,"13,105547","54,568008",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,West-Rügen,Kluis,130735362045,Kreisangehörige Gemeinde,21.5,416,209,207,19,18569,"13,301843","54,472669",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,West-Rügen,Neuenkirchen,130735362059,Kreisangehörige Gemeinde,22.94,278,143,135,12,18569,"13,330814","54,54362",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,West-Rügen,Rambin,130735362073,Kreisangehörige Gemeinde,31.47,954,509,445,30,18573,"13,205549","54,355488",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,West-Rügen,Samtens,130735362079,Kreisangehörige Gemeinde,32.5,1938,942,996,60,18573,"13,29259","54,35598",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,West-Rügen,Schaprode,130735362081,Kreisangehörige Gemeinde,19.76,420,207,213,21,18569,"13,166426","54,514628",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,West-Rügen,Trent,130735362092,Kreisangehörige Gemeinde,35.42,663,331,332,19,18569,"13,255514","54,522126",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Vorpommern-Rügen,West-Rügen,Ummanz,130735362095,Kreisangehörige Gemeinde,43.09,526,267,259,12,18569,"13,181849","54,464901",Rügen/Hiddensee,gering besiedelt
Mecklenburg-Vorpommern,,Nordwestmecklenburg,"Grevesmühlen, Stadt","Grevesmühlen, Stadt",130740026026,Stadt,52.38,10434,5078,5356,199,23936,"11,184913","53,864458",Mecklenburgische Ostseeküste,mittlere Besiedlungsdichte
Mecklenburg-Vorpommern,,Nordwestmecklenburg,Insel Poel,Insel Poel,130740035035,Kreisangehörige Gemeinde,36.34,2463,1191,1272,68,23999,"11,439916","53,99737",Mecklenburgische Ostseeküste,gering besiedelt
Mecklenburg-Vorpommern,,Nordwestmecklenburg,"Wismar, Hansestadt","Wismar, Hansestadt",130740087087,Stadt,41.72,42963,20930,22033,1030,23952,"11,466024","53,891577",Mecklenburgische Ostseeküste,mittlere Besiedlungsdichte
Mecklenburg-Vorpommern,,Nordwestmecklenburg,Dorf Mecklenburg-Bad Kleinen,Bad Kleinen,130745451002,Kreisangehörige Gemeinde,23.54,3652,1777,1875,155,23996,"11,47265","53,770508",Mecklenburgische Ostseeküste,gering besiedelt
Mecklenburg-Vorpommern,,Nordwestmecklenburg,Dorf Mecklenburg-Bad Kleinen,Barnekow,130745451003,Kreisangehörige Gemeinde,15.63,581,296,285,37,23968,"11,372593","53,867101",Mecklenburgische Ostseeküste,gering besiedelt
Mecklenburg-Vorpommern,,Nordwestmecklenburg,Dorf Mecklenburg-Bad Kleinen,Bobitz,130745451008,Kreisangehörige Gemeinde,65.64,2485,1246,1239,38,23996,"11,360712","53,803679",Mecklenburgische Ostseeküste,gering besiedelt
Mecklenburg-Vorpommern,,Nordwestmecklenburg,Dorf Mecklenburg-Bad Kleinen,Dorf Mecklenburg,130745451019,Kreisangehörige Gemeinde,30.06,3121,1588,1533,104,23972,"11,467282","53,842941",Mecklenburgische Ostseeküste,gering besiedelt
Mecklenburg-Vorpommern,,Nordwestmecklenburg,Dorf Mecklenburg-Bad Kleinen,Groß Stieten,130745451030,Kreisangehörige Gemeinde,6.54,570,302,268,87,23972,"11,4496","53,812366",Mecklenburgische Ostseeküste,gering besiedelt
Mecklenburg-Vorpommern,,Nordwestmecklenburg,Dorf Mecklenburg-Bad Kleinen,Hohen Viecheln,130745451031,Kreisangehörige Gemeinde,18.72,638,326,312,34,23996,"11,510574","53,784554",Mecklenburgische Ostseeküste,gering besiedelt
Mecklenburg-Vorpommern,,Nordwestmecklenburg,Dorf Mecklenburg-Bad Kleinen,Lübow,130745451047,Kreisangehörige Gemeinde,35.35,1592,826,766,45,23972,"11,522497","53,852824",Mecklenburgische Ostseeküste,gering besiedelt
Mecklenburg-Vorpommern,,Nordwestmecklenburg,Dorf Mecklenburg-Bad Kleinen,Metelsdorf,130745451053,Kreisangehörige Gemeinde,8.21,493,248,245,60,23972,"11,432941","53,853472",Mecklenburgische Ostseeküste,gering besiedelt
Mecklenburg-Vorpommern,,Nordwestmecklenburg,Dorf Mecklenburg-Bad Kleinen,Ventschow,130745451082,Kreisangehörige Gemeinde,13.63,702,348,354,52,19417,"11,578071","53,785613",Mecklenburgische Ostseeküste,gering besiedelt
Mecklenburg-Vorpommern,,Nordwestmecklenburg,Gadebusch,Dragun,130745452020,Kreisangehörige Gemeinde,20.62,750,376,374,36,19205,"11,224446","53,70775",Mecklenburgische Ostseeküste,gering besiedelt
Mecklenburg-Vorpommern,,Nordwestmecklenburg,Gadebusch,"Gadebusch, Stadt",130745452021,Stadt,47.76,5463,2671,2792,114,19205,"11,118522","53,701801",Mecklenburgische Ostseeküste,gering besiedelt
Mecklenburg-Vorpommern,,Nordwestmecklenburg,Gadebusch,Kneese,130745452040,Kreisangehörige Gemeinde,15.87,332,172,160,21,19205,"10,983183","53,661817",Mecklenburgische Ostseeküste,gering besiedelt
Mecklenburg-Vorpommern,,Nordwestmecklenburg,Gadebusch,Krembz,130745452043,Kreisangehörige Gemeinde,39.16,873,462,411,22,19205,"11,060801","53,651085",Mecklenburgische Ostseeküste,gering besiedelt
Mecklenburg-Vorpommern,,Nordwestmecklenburg,Gadebusch,Mühlen Eichsen,130745452054,Kreisangehörige Gemeinde,23.71,969,507,462,41,19205,"11,251535","53,758514",Mecklenburgische Ostseeküste,gering besiedelt
Mecklenburg-Vorpommern,,Nordwestmecklenburg,Gadebusch,Roggendorf,130745452068,Kreisangehörige Gemeinde,31.26,989,509,480,32,19205,"11,016911","53,694224",Mecklenburgische Ostseeküste,gering besiedelt
